x_world,z_world
0.658676,-0.452371
0.664313,-0.450234
0.669951,-0.448098
0.675588,-0.445961
0.681226,-0.443825
0.686863,-0.441688
0.692501,-0.439551
0.698138,-0.437415
0.703776,-0.435278
0.709414,-0.433141
0.715051,-0.431004
0.720689,-0.428867
0.726326,-0.426730
0.731963,-0.424593
0.737601,-0.422456
0.743238,-0.420319
0.748842,-0.418070
0.754282,-0.415387
0.759545,-0.412334
0.761513,-0.410812
0.763659,-0.409433
0.768903,-0.406658
0.773989,-0.403421
0.778758,-0.399835
0.781545,-0.397329
0.783461,-0.395598
0.788186,-0.392030
0.792692,-0.388029
0.796830,-0.383739
0.798590,-0.381763
0.801486,-0.378869
0.805549,-0.374457
0.809276,-0.369715
0.811589,-0.366243
0.813156,-0.364070
0.816683,-0.359338
0.819951,-0.354292
0.823265,-0.349255
0.826586,-0.344224
0.829901,-0.339195
0.833222,-0.334169
0.836548,-0.329142
0.839876,-0.324116
0.843205,-0.319090
0.846534,-0.314063
0.849860,-0.309036
0.853162,-0.303992
0.856388,-0.298896
0.859467,-0.293705
0.862330,-0.288384
0.864922,-0.282923
0.867195,-0.277398
0.868896,-0.272606
0.870324,-0.268618
0.872329,-0.262960
0.873966,-0.257170
0.875318,-0.251313
0.876452,-0.245422
0.877419,-0.239512
0.878252,-0.233588
0.878974,-0.227649
0.879603,-0.221692
0.880154,-0.215721
0.880638,-0.209739
0.881063,-0.203748
0.881436,-0.197750
0.881763,-0.191745
0.882052,-0.185723
0.882308,-0.179700
0.882534,-0.173675
0.882732,-0.167650
0.882906,-0.161624
0.883056,-0.155598
0.883186,-0.149571
0.883297,-0.143544
0.883391,-0.137516
0.883469,-0.131488
0.883533,-0.125460
0.883584,-0.119431
0.883623,-0.113402
0.883651,-0.107373
0.883670,-0.101343
0.883679,-0.095314
0.883680,-0.089285
0.883674,-0.083255
0.883662,-0.077226
0.883643,-0.071197
0.883619,-0.065168
0.883590,-0.059140
0.883557,-0.053111
0.883519,-0.047083
0.883478,-0.041055
0.883435,-0.035027
0.883388,-0.028999
0.883339,-0.022971
0.883288,-0.016943
0.883234,-0.010914
0.883180,-0.004886
0.883123,0.001143
0.883066,0.007172
0.883007,0.013200
0.882947,0.019229
0.882887,0.025258
0.882825,0.031287
0.882763,0.037315
0.882701,0.043344
0.882638,0.049373
0.882575,0.055401
0.882511,0.061430
0.882447,0.067459
0.882384,0.073487
0.882320,0.079516
0.882257,0.085545
0.882194,0.091574
0.882130,0.097602
0.882067,0.103631
0.882004,0.109659
0.881941,0.115687
0.881877,0.121716
0.881814,0.127744
0.881751,0.133773
0.881688,0.139801
0.881625,0.145830
0.881561,0.151859
0.881498,0.157887
0.881434,0.163916
0.881371,0.169945
0.881307,0.175973
0.881244,0.182002
0.881180,0.188031
0.881116,0.194059
0.881053,0.200088
0.880989,0.206117
0.880926,0.212146
0.880863,0.218174
0.880806,0.224202
0.880822,0.230233
0.881118,0.236078
0.881849,0.241134
0.882545,0.243741
0.882871,0.244586
0.883039,0.245102
0.883585,0.247499
0.885155,0.252257
0.887520,0.257788
0.889779,0.263356
0.891937,0.268972
0.894039,0.274578
0.896020,0.280263
0.897948,0.285955
0.899723,0.291711
0.901254,0.296582
0.902512,0.301474
0.903587,0.304911
0.904390,0.308606
0.905207,0.311341
0.905780,0.314304
0.906320,0.316231
0.906649,0.318025
0.907026,0.319382
0.907263,0.320680
0.907473,0.321464
0.907566,0.321980
0.907572,0.321990
0.907667,0.321967
0.907674,0.321947
0.907724,0.321947
0.907763,0.321930
0.907673,0.321931
0.907632,0.321901
0.907558,0.321886
0.907497,0.321884
0.907599,0.321881
0.907636,0.321910
0.907716,0.321928
0.907772,0.321928
0.907657,0.321930
0.907626,0.321893
0.907545,0.321874
0.907489,0.321872
0.907614,0.321873
0.907641,0.321911
0.907724,0.321934
0.907838,0.321917
0.907871,0.321904
0.907953,0.321886
0.908014,0.321868
0.907922,0.321891
0.907895,0.321902
0.907812,0.321918
0.907757,0.321938
0.907860,0.321908
0.907886,0.321897
0.907969,0.321879
0.908026,0.321858
0.907914,0.321888
0.907892,0.321902
0.907810,0.321920
0.907758,0.321943
0.907877,0.321909
0.907898,0.321896
0.907980,0.321876
0.908035,0.321853
0.907910,0.321887
0.907893,0.321902
0.907811,0.321921
0.907760,0.321946
0.907890,0.321909
0.907908,0.321895
0.907990,0.321874
0.908043,0.321850
0.907910,0.321886
0.907895,0.321902
0.907813,0.321922
0.907763,0.321948
0.907900,0.321909
0.908019,0.327495
0.907866,0.333657
0.907402,0.334471
0.907314,0.334704
0.907310,0.334703
0.907209,0.336798
0.906973,0.342757
0.906228,0.348736
0.905039,0.354666
0.903812,0.359000
0.903129,0.361153
0.902121,0.366042
0.900599,0.371868
0.898621,0.377585
0.896879,0.381597
0.896584,0.383919
0.896839,0.388817
0.896830,0.394346
0.896823,0.399695
0.896829,0.402795
0.896873,0.402802
0.896925,0.402771
0.896926,0.402771
0.896926,0.402771
0.896926,0.402771
0.896926,0.402771
0.896926,0.402771
0.896926,0.402771
0.896971,0.402028
0.898000,0.406721
0.898774,0.411940
0.898821,0.412083
0.898981,0.412788
0.898934,0.412527
0.899346,0.415005
0.899889,0.420993
0.900251,0.425589
0.900224,0.430452
0.900210,0.434501
0.900209,0.438594
0.900105,0.444608
0.899635,0.450617
0.899029,0.456609
0.898361,0.462593
0.897658,0.468574
0.896936,0.474556
0.896325,0.480582
0.896193,0.486656
0.896527,0.492782
0.897331,0.498840
0.897784,0.500646
0.898071,0.503397
0.898549,0.509374
0.899461,0.515345
0.900823,0.521205
0.902093,0.525216
0.903007,0.528062
0.904246,0.532870
0.906071,0.538616
0.908287,0.544072
0.909874,0.547194
0.911251,0.550174
0.913608,0.555626
0.916410,0.560932
0.919061,0.565114
0.920631,0.567296
0.920620,0.567376
0.920648,0.567364
0.920648,0.567401
0.920649,0.567407
0.920650,0.567393
0.920650,0.567376
0.920649,0.567363
0.920649,0.567354
0.920292,0.571345
0.918977,0.577168
0.917355,0.582942
0.915699,0.588686
0.914061,0.594467
0.912536,0.600235
0.911479,0.606149
0.910908,0.612006
0.910840,0.615764
0.910746,0.617503
0.910103,0.622143
0.909590,0.628068
0.909556,0.634126
0.909944,0.639420
0.910320,0.643017
0.910633,0.646857
0.911177,0.652850
0.912172,0.658815
0.913276,0.663393
0.914080,0.666530
0.915113,0.671434
0.916671,0.677261
0.918645,0.682889
0.920047,0.686058
0.921254,0.689112
0.921266,0.689146
0.921159,0.690737
0.920307,0.694739
0.919918,0.696628
0.919826,0.697425
0.919806,0.697671
0.919729,0.699915
0.918886,0.705246
0.917435,0.711103
0.915858,0.716919
0.914261,0.722716
0.912664,0.728512
0.911063,0.734313
0.909459,0.740118
0.907860,0.745928
0.906264,0.751741
0.904670,0.757555
0.903077,0.763369
0.901484,0.769185
0.899891,0.775000
0.898299,0.780815
0.896706,0.786630
0.895113,0.792445
0.893520,0.798259
0.891927,0.804073
0.890335,0.809888
0.888742,0.815702
0.887150,0.821516
0.885557,0.827331
0.883965,0.833145
0.882373,0.838960
0.880780,0.844775
0.879188,0.850589
0.877595,0.856404
0.875921,0.862200
0.874346,0.866471
0.873195,0.868701
0.873220,0.868673
0.873932,0.867953
0.874351,0.867531
0.874605,0.867274
0.874763,0.867114
0.874863,0.867012
0.873451,0.868290
0.870155,0.870640
0.869163,0.871170
0.868586,0.871523
0.867276,0.872330
0.863537,0.874310
0.861603,0.875072
0.860177,0.875709
0.856684,0.877241
0.851968,0.878812
0.849191,0.879525
0.846810,0.880235
0.841855,0.881733
0.836014,0.882860
0.830100,0.883763
0.824228,0.885144
0.818577,0.886970
0.814501,0.888717
0.812607,0.889635
0.808316,0.890996
0.802668,0.893046
0.797167,0.895549
0.792829,0.897953
0.790497,0.899418
0.786253,0.901550
0.781021,0.904533
0.776084,0.907876
0.773246,0.910127
0.770953,0.911888
0.766030,0.915298
0.761354,0.919107
0.757034,0.923213
0.755317,0.925032
0.752279,0.927825
0.752246,0.927820
0.750263,0.928498
0.750263,0.928498
0.750263,0.928498
0.750263,0.928498
0.750263,0.928498
0.750263,0.928498
0.750263,0.928498
0.750266,0.928510
0.750266,0.928510
0.750266,0.928510
0.750266,0.928510
0.750266,0.928510
0.749635,0.928550
0.748371,0.928308
0.746657,0.927946
0.745208,0.927672
0.741278,0.926921
0.735591,0.925300
0.729883,0.923366
0.724195,0.921416
0.718505,0.919474
0.712809,0.917540
0.707108,0.915609
0.701402,0.913680
0.695695,0.911747
0.689985,0.909812
0.684275,0.907878
0.678565,0.905943
0.672854,0.904009
0.667143,0.902075
0.661433,0.900141
0.655722,0.898206
0.650012,0.896271
0.644302,0.894337
0.638592,0.892402
0.632882,0.890468
0.627172,0.888533
0.621462,0.886599
0.615752,0.884664
0.610042,0.882730
0.604332,0.880795
0.598622,0.878861
0.592913,0.876926
0.587203,0.874992
0.581493,0.873057
0.575783,0.871123
0.570073,0.869189
0.564395,0.867141
0.558875,0.864653
0.553695,0.861821
0.550175,0.859447
0.548290,0.858077
0.544466,0.856042
0.539269,0.853031
0.534295,0.849597
0.529989,0.846084
0.528158,0.844345
0.524881,0.841757
0.520252,0.837933
0.515912,0.833737
0.513114,0.830581
0.511367,0.828747
0.507205,0.824551
0.503320,0.819957
0.499837,0.815128
0.498347,0.812854
0.495794,0.809590
0.496092,0.810233
0.497507,0.814145
0.497507,0.814145
0.497507,0.814145
0.497970,0.814547
0.498176,0.815423
0.498238,0.815727
0.497952,0.813865
0.497747,0.810492
0.497699,0.807327
0.497636,0.804211
0.497535,0.799845
0.497781,0.793812
0.498388,0.787811
0.499114,0.781834
0.499873,0.775865
0.500626,0.769893
0.501379,0.763916
0.502126,0.757937
0.502869,0.751956
0.503609,0.745973
0.504348,0.739990
0.505086,0.734006
0.505825,0.728022
0.506564,0.722038
0.507304,0.716054
0.508043,0.710070
0.508783,0.704087
0.509522,0.698104
0.510261,0.692121
0.511000,0.686138
0.511739,0.680155
0.512478,0.674172
0.513217,0.668189
0.513956,0.662205
0.514695,0.656222
0.515434,0.650239
0.516173,0.644255
0.516912,0.638272
0.517651,0.632288
0.518390,0.626304
0.519130,0.620321
0.519869,0.614337
0.520608,0.608353
0.521348,0.602370
0.522087,0.596387
0.522826,0.590403
0.523566,0.584420
0.524305,0.578436
0.525044,0.572453
0.525783,0.566470
0.526522,0.560487
0.527261,0.554504
0.528000,0.548521
0.528739,0.542537
0.529478,0.536554
0.530333,0.530579
0.531652,0.524674
0.533417,0.518883
0.534373,0.516562
0.535206,0.513776
0.536721,0.507976
0.538701,0.502271
0.541089,0.496798
0.542710,0.493797
0.543990,0.491214
0.546366,0.485772
0.549184,0.480487
0.552351,0.475563
0.553954,0.473486
0.556110,0.470158
0.559390,0.465231
0.563034,0.460616
0.565873,0.457581
0.567661,0.455784
0.571429,0.451274
0.575518,0.446878
0.579613,0.442477
0.583712,0.438072
0.587813,0.433664
0.591917,0.429255
0.596022,0.424844
0.600130,0.420433
0.604238,0.416022
0.608348,0.411611
0.612457,0.407200
0.616557,0.402781
0.620591,0.398298
0.624453,0.393652
0.628047,0.388785
0.631409,0.383704
0.634609,0.378601
0.637813,0.373506
0.641033,0.368419
0.644272,0.363336
0.647516,0.358256
0.650764,0.353177
0.654012,0.348098
0.657260,0.343019
0.660507,0.337940
0.663754,0.332860
0.667001,0.327780
0.670247,0.322699
0.673493,0.317619
0.676739,0.312539
0.679985,0.307458
0.683230,0.302378
0.686476,0.297298
0.689722,0.292218
0.692968,0.287138
0.696213,0.282057
0.699459,0.276977
0.702705,0.271896
0.705951,0.266815
0.709196,0.261735
0.712442,0.256654
0.715688,0.251573
0.718934,0.246493
0.722180,0.241412
0.725426,0.236331
0.728672,0.231251
0.731918,0.226171
0.735164,0.221090
0.738410,0.216010
0.741656,0.210930
0.744902,0.205850
0.748148,0.200769
0.751394,0.195689
0.754640,0.190609
0.757885,0.185529
0.761131,0.180449
0.764377,0.175368
0.767623,0.170288
0.770868,0.165207
0.774114,0.160126
0.777360,0.155046
0.780606,0.149965
0.783852,0.144884
0.787098,0.139803
0.790344,0.134723
0.793590,0.129642
0.796836,0.124562
0.800082,0.119481
0.803328,0.114401
0.806574,0.109321
0.809820,0.104241
0.813066,0.099160
0.816312,0.094080
0.819557,0.089000
0.822803,0.083920
0.826049,0.078840
0.829294,0.073759
0.832540,0.068679
0.835786,0.063598
0.839032,0.058518
0.842277,0.053437
0.845523,0.048356
0.848769,0.043276
0.852015,0.038195
0.855261,0.033114
0.858498,0.028027
0.861690,0.022912
0.864780,0.017731
0.867699,0.012447
0.870392,0.007040
0.872827,0.001510
0.874977,-0.004069
0.876846,-0.009695
0.877823,-0.012983
0.879358,-0.017662
0.880867,-0.023390
0.881860,-0.028765
0.882358,-0.032239
0.883089,-0.036370
0.883922,-0.042301
0.884293,-0.048216
0.884323,-0.052224
0.884379,-0.056188
0.884480,-0.061255
0.884273,-0.067290
0.883684,-0.072691
0.883184,-0.076153
0.882709,-0.080250
0.881875,-0.086217
0.880592,-0.092131
0.879325,-0.096421
0.878394,-0.099418
0.877154,-0.104273
0.875470,-0.110049
0.873789,-0.115831
0.872108,-0.121616
0.870428,-0.127403
0.868745,-0.133192
0.867060,-0.138981
0.865376,-0.144770
0.863692,-0.150559
0.862008,-0.156348
0.860325,-0.162137
0.858641,-0.167926
0.856957,-0.173715
0.855273,-0.179503
0.853589,-0.185292
0.851906,-0.191081
0.850222,-0.196870
0.848538,-0.202659
0.846854,-0.208447
0.845170,-0.214237
0.843486,-0.220026
0.841802,-0.225815
0.840119,-0.231604
0.838435,-0.237394
0.836752,-0.243183
0.835068,-0.248972
0.833385,-0.254761
0.831701,-0.260550
0.830018,-0.266339
0.828334,-0.272128
0.826651,-0.277917
0.824967,-0.283706
0.823284,-0.289494
0.821600,-0.295283
0.819917,-0.301071
0.818233,-0.306860
0.816549,-0.312649
0.814865,-0.318438
0.813182,-0.324226
0.811498,-0.330015
0.809814,-0.335804
0.808130,-0.341594
0.806446,-0.347383
0.804763,-0.353172
0.803079,-0.358962
0.801395,-0.364751
0.799712,-0.370540
0.798029,-0.376329
0.796345,-0.382118
0.794662,-0.387907
0.792978,-0.393696
0.791295,-0.399485
0.789611,-0.405273
0.787928,-0.411062
0.786244,-0.416851
0.784561,-0.422639
0.782877,-0.428428
0.781193,-0.434217
0.779509,-0.440005
0.777826,-0.445794
0.776142,-0.451583
0.774458,-0.457372
0.772774,-0.463162
0.771090,-0.468951
0.769407,-0.474740
0.767723,-0.480530
0.766039,-0.486319
0.764356,-0.492108
0.762673,-0.497897
0.760989,-0.503686
0.759318,-0.509479
0.757762,-0.515308
0.756735,-0.520503
0.756454,-0.524577
0.756447,-0.525170
0.755988,-0.523150
0.757487,-0.525601
0.758059,-0.529282
0.758059,-0.529282
0.758033,-0.530508
0.758194,-0.532266
0.758978,-0.537053
0.759623,-0.543136
0.759781,-0.549193
0.759453,-0.555301
0.758818,-0.560087
0.758517,-0.561859
0.758266,-0.566747
0.757664,-0.572741
0.756589,-0.578702
0.755335,-0.583585
0.754461,-0.586640
0.753439,-0.591114
0.751854,-0.596928
0.749860,-0.602502
0.748398,-0.605729
0.748377,-0.605695
0.748302,-0.605655
0.749242,-0.610750
0.749339,-0.612616
0.749339,-0.612617
0.749339,-0.612617
0.749259,-0.612681
0.749253,-0.614199
0.749441,-0.615956
0.750358,-0.621894
0.751888,-0.625643
0.751721,-0.625758
0.752127,-0.627336
0.752368,-0.628228
0.753171,-0.629140
0.756189,-0.632854
